T	1.00E+11	1.50E+11	1.80E+11	1.90E+11	2.00E+11	2.10E+11	2.20E+11	2.50E+11	3.00E+11
7.85E-01	-1.00E-03	-1.01E-02	-1.00E-03	-1.00E-03	-1.00E-03	-1.00E-03	-1.00E-03	-1.00E-03	-1.00E-03
7.90E-01	-3.01E-03	-9.91E-03	-3.01E-03	-3.01E-03	-3.01E-03	-3.01E-03	-3.01E-03	-3.01E-03	-3.01E-03
7.95E-01	-4.95E-03	-9.29E-03	-4.95E-03	-4.95E-03	-4.95E-03	-4.95E-03	-4.95E-03	-4.95E-03	-4.95E-03
8.00E-01	-6.66E-03	-8.27E-03	-6.66E-03	-6.66E-03	-6.66E-03	-6.66E-03	-6.66E-03	-6.66E-03	-6.66E-03
8.05E-01	-8.11E-03	-6.92E-03	-8.11E-03	-8.11E-03	-8.11E-03	-8.11E-03	-8.11E-03	-8.11E-03	-8.11E-03
8.10E-01	-9.25E-03	-5.30E-03	-9.25E-03	-9.25E-03	-9.25E-03	-9.25E-03	-9.25E-03	-9.25E-03	-9.25E-03
8.15E-01	-1.00E-02	-3.48E-03	-1.00E-02	-1.00E-02	-1.00E-02	-1.00E-02	-1.00E-02	-1.00E-02	-1.00E-02
8.20E-01	-1.03E-02	-1.52E-03	-1.03E-02	-1.03E-02	-1.03E-02	-1.03E-02	-1.03E-02	-1.03E-02	-1.03E-02
8.25E-01	-1.03E-02	4.82E-04	-1.03E-02	-1.03E-02	-1.03E-02	-1.03E-02	-1.03E-02	-1.03E-02	-1.03E-02
8.30E-01	-9.82E-03	2.46E-03	-9.82E-03	-9.82E-03	-9.82E-03	-9.82E-03	-9.82E-03	-9.82E-03	-9.82E-03
8.35E-01	-8.93E-03	4.35E-03	-8.93E-03	-8.93E-03	-8.93E-03	-8.93E-03	-8.93E-03	-8.93E-03	-8.93E-03
8.40E-01	-7.74E-03	6.09E-03	-7.74E-03	-7.74E-03	-7.74E-03	-7.74E-03	-7.74E-03	-7.74E-03	-7.74E-03
8.45E-01	-6.21E-03	7.59E-03	-6.21E-03	-6.21E-03	-6.21E-03	-6.21E-03	-6.21E-03	-6.21E-03	-6.21E-03
8.50E-01	-4.43E-03	8.77E-03	-4.43E-03	-4.43E-03	-4.43E-03	-4.43E-03	-4.43E-03	-4.43E-03	-4.43E-03
8.55E-01	-2.49E-03	9.60E-03	-2.49E-03	-2.49E-03	-2.49E-03	-2.49E-03	-2.49E-03	-2.49E-03	-2.49E-03
